CustomerID,recency_days,frequency,monetary_value,R,F,M,segment
17405,1,3,1031.41,5,4,4,Loyal
12724,5,4,1031.41,5,4,4,Loyal
12599,29,7,1032.58,4,5,4,Loyal
17724,71,3,1033,3,3,4,Others
13639,74,1,1033.34,2,2,4,Others
16260,50,1,1035.45,3,2,4,Others
12691,28,6,1035.8,4,5,4,Loyal
16175,94,4,1037.59,2,4,4,"At Risk"
16320,172,2,1038.46,2,2,4,Others
14446,0,4,1039.58,5,4,4,Loyal
15434,8,5,1041.48,5,4,4,Loyal
18221,22,5,1041.61,4,4,4,Loyal
13719,15,5,1041.68,4,4,4,Loyal
14584,169,4,1042.26,2,4,4,"At Risk"
12497,81,1,1043.1,2,2,4,Others
15073,9,3,1043.41,5,4,4,Loyal
14389,65,2,1043.46,3,3,4,Others
15192,119,3,1044.32,2,3,4,Others
17042,2,5,1044.38,5,4,4,Loyal
14293,3,4,1046.56,5,4,4,Loyal
16520,186,3,1046.57,1,3,4,Others
15777,241,4,1047.11,1,4,4,"At Risk"
15839,33,3,1048.49,3,4,4,Others
15464,338,1,1048.85,1,1,4,Lost
14078,101,6,1049.37,2,5,4,"At Risk"
15329,39,3,1049.7,3,3,4,Others
14224,110,4,1050.12,2,4,4,"At Risk"
12849,31,2,1050.89,4,3,4,Others
16416,26,3,1051.4,4,4,4,Loyal
14583,5,5,1052.55,5,4,4,Loyal
12716,3,2,1053.49,5,3,4,Others
16728,46,4,1054.67,3,4,4,Others
15977,17,2,1054.73,4,3,4,Others
14514,61,3,1055.35,3,3,4,Others
15407,33,4,1056.44,3,4,4,Others
14419,10,6,1058.06,5,5,4,Loyal
13455,24,2,1058.34,4,3,4,Others
14465,246,3,1058.62,1,3,4,Others
18130,15,3,1059.39,4,4,4,Loyal
17727,15,1,1060.25,4,2,4,Promising
15706,63,4,1060.56,3,4,4,Others
15996,88,6,1060.68,2,5,4,"At Risk"
16214,170,3,1062.75,2,3,4,Others
14411,310,1,1063,1,1,4,Lost
12815,147,2,1063.46,2,2,4,Others
12936,17,4,1063.9,4,4,4,Loyal
15801,46,3,1063.95,3,3,4,Others
12951,8,6,1064.07,5,5,4,Loyal
17287,26,7,1064.11,4,5,4,Loyal
14488,67,1,1064.28,3,2,4,Others
17277,227,2,1065.35,1,2,4,Lost
15027,30,4,1066.15,4,4,4,Loyal
16918,49,6,1068.82,3,5,4,Others
17214,60,6,1069.12,3,5,4,Others
14212,89,1,1070.48,2,1,4,Others
13761,50,2,1070.65,3,3,4,Others
17522,1,5,1070.71,5,4,4,Loyal
13635,67,1,1071.03,3,2,4,Others
15238,29,3,1071.99,4,4,4,Loyal
15712,9,5,1072.36,5,4,4,Loyal
13131,23,3,1073.3,4,4,4,Loyal
16563,53,1,1077.74,3,2,4,Others
16094,11,4,1078.23,5,4,4,Loyal
16980,255,2,1078.96,1,2,4,Lost
14352,157,4,1078.96,2,4,4,"At Risk"
13715,281,5,1079.34,1,4,4,"At Risk"
12354,232,1,1079.4,1,1,4,Lost
15197,10,3,1079.61,5,4,4,Loyal
13726,38,2,1079.66,3,3,4,Others
16200,4,2,1080.62,5,3,4,Others
14561,75,3,1080.76,2,3,4,Others
17041,26,3,1081.57,4,4,4,Loyal
13467,10,2,1083.71,5,3,4,Others
15763,31,2,1086.92,4,3,4,Others
12534,130,1,1089.18,2,1,4,Others
13853,57,1,1090.14,3,2,4,Others
18189,77,2,1090.24,2,3,4,Others
13521,1,3,1093.65,5,4,4,Loyal
15608,28,4,1093.68,4,4,4,Loyal
15745,19,4,1094.59,4,4,4,Loyal
13652,45,3,1095.08,3,3,4,Others
16533,19,3,1095.56,4,4,4,Loyal
16225,44,5,1096.32,3,4,4,Others
17966,37,5,1098.43,3,4,4,Others
13104,3,6,1098.48,5,5,4,Loyal
15978,77,1,1098.78,2,2,4,Others
14744,16,7,1099.98,4,5,4,Loyal
17047,85,3,1100.9,2,3,4,Others
14948,23,6,1101.97,4,5,4,Loyal
14410,92,9,1105.07,2,5,4,"At Risk"
12857,210,2,1106.4,1,2,4,Lost
16833,1,4,1106.53,5,4,4,Loyal
15933,21,3,1107.46,4,4,4,Loyal
12399,119,4,1108.65,2,4,4,"At Risk"
15069,179,1,1109.53,1,1,4,Lost
14817,200,2,1110.34,1,2,4,Lost
14161,215,3,1110.52,1,3,4,Others
16049,40,3,1111.79,3,3,4,Others
17609,40,5,1112.22,3,4,4,Others
12679,58,4,1113.02,3,4,4,Others
16350,21,4,1116.47,4,4,4,Loyal
14971,35,3,1116.57,3,4,4,Others
13591,64,3,1117.13,3,3,4,Others
17788,73,2,1117.9,2,3,4,Others
15716,145,4,1118.81,2,4,4,"At Risk"
12842,70,2,1118.99,3,3,4,Others
13064,12,4,1119.49,4,4,4,Loyal
14276,98,3,1119.74,2,3,4,Others
17894,71,8,1119.81,3,5,4,Others
15730,65,3,1120.88,3,3,4,Others
16086,59,5,1121.39,3,4,4,Others
16807,142,3,1121.59,2,3,4,Others
17562,14,7,1122.38,4,5,4,Loyal
13486,78,3,1122.41,2,3,4,Others
15436,12,3,1122.53,5,4,4,Loyal
14129,1,5,1123.86,5,4,4,Loyal
17470,44,5,1125.07,3,4,4,Others
14708,2,3,1126.37,5,4,4,Loyal
12609,78,3,1126.85,2,3,4,Others
14824,10,4,1127.71,5,4,4,Loyal
13447,23,3,1129.14,4,4,4,Loyal
15500,8,4,1131.56,5,4,4,Loyal
13610,12,7,1131.88,5,5,4,Loyal
13310,28,3,1132.03,4,4,4,Loyal
13772,33,3,1132.13,3,4,4,Others
13282,18,3,1132.14,4,4,4,Loyal
17585,109,4,1133.07,2,4,4,"At Risk"
16989,7,6,1133.25,5,5,4,Loyal
15489,22,3,1134.28,4,4,4,Loyal
17242,108,2,1135.04,2,3,4,Others
17302,14,5,1135.63,4,4,4,Loyal
17500,17,3,1138,4,4,4,Loyal
17135,16,7,1139.73,4,5,4,Loyal
16172,95,5,1140.21,2,4,4,"At Risk"
13819,301,3,1140.35,1,3,4,Others
13330,92,3,1140.93,2,3,4,Others
16270,353,1,1141.24,1,1,4,Lost
15985,123,2,1142.42,2,3,4,Others
18125,29,4,1142.99,4,4,4,Loyal
17770,198,5,1143.27,1,4,4,"At Risk"
12769,238,1,1143.6,1,1,4,Lost
16766,273,2,1145.6,1,2,4,Lost
17505,161,2,1145.84,2,2,4,Others
12710,96,3,1149.02,2,3,4,Others
16062,9,4,1153.62,5,4,4,Loyal
16637,32,4,1154.47,4,4,4,Loyal
13744,95,2,1156.36,2,3,4,Others
14723,10,6,1158.3,5,5,4,Loyal
16184,64,6,1158.79,3,5,4,Others
13499,17,5,1159.11,4,4,4,Loyal
17348,14,5,1159.52,4,4,4,Loyal
15088,21,2,1160.07,4,3,4,Others
12546,46,2,1161.5,3,3,4,Others
16714,218,3,1161.53,1,3,4,Others
14447,18,5,1163.23,4,4,4,Loyal
14261,50,2,1163.45,3,3,4,Others
14737,3,3,1164.55,5,4,4,Loyal
13500,23,3,1166.77,4,4,4,Loyal
12358,1,2,1168.06,5,3,4,Others
18168,176,6,1169.94,2,5,4,"At Risk"
13611,89,3,1171.8,2,3,4,Others
14857,59,2,1173.12,3,3,4,Others
15306,64,3,1174.35,3,3,4,Others
12640,23,3,1174.58,4,4,4,Loyal
12885,63,3,1175.22,3,3,4,Others
16950,56,3,1178.56,3,3,4,Others
17058,81,3,1179.89,2,3,4,Others
13752,124,6,1186.28,2,5,4,"At Risk"
15630,45,2,1186.35,3,3,4,Others
16612,32,4,1187.66,4,4,4,Loyal
12462,18,2,1189.59,4,3,4,Others
13882,2,5,1191.13,5,4,4,Loyal
12611,52,1,1193.32,3,2,4,Others
15145,4,4,1194.73,5,4,4,Loyal
17526,4,4,1195.9,5,4,4,Loyal
17720,26,4,1195.94,4,4,4,Loyal
14487,26,6,1196.33,4,5,4,Loyal
17867,30,6,1197.1,4,5,4,Loyal
16042,22,5,1197.27,4,4,4,Loyal
13211,10,3,1197.42,5,4,4,Loyal
13118,19,5,1197.81,4,4,4,Loyal
15605,36,5,1198.23,3,4,4,Others
17800,37,9,1199.01,3,5,4,Others
17320,100,3,1200.62,2,3,4,Others
13158,94,4,1201.06,2,4,4,"At Risk"
16800,11,1,1201.49,5,2,4,Promising
15737,14,8,1205.12,4,5,4,Loyal
17653,36,4,1207.56,3,4,4,Others
12464,10,8,1212.05,5,5,4,Loyal
16653,16,2,1212.66,4,3,4,Others
13918,49,2,1212.84,3,3,4,Others
18263,25,3,1213.16,4,4,4,Loyal
13055,78,3,1214.41,2,3,4,Others
17410,16,5,1214.72,4,4,4,Loyal
13491,51,10,1215.82,3,5,4,Others
15227,36,5,1219.4,3,4,4,Others
14745,112,5,1220.26,2,4,4,"At Risk"
16794,1,10,1222.71,5,5,4,Loyal
13208,58,6,1223.9,3,5,4,Others
15841,72,4,1224.06,2,4,4,"At Risk"
17774,96,4,1225.41,2,4,4,"At Risk"
12412,74,3,1226.88,2,3,4,Others
12997,22,4,1226.89,4,4,4,Loyal
14913,35,4,1227.43,3,4,4,Others
18171,58,5,1231.31,3,4,4,Others
18080,18,2,1231.5,4,3,4,Others
15910,0,8,1232.18,5,5,4,Loyal
15376,40,3,1233.36,3,3,4,Others
14684,25,5,1236.28,4,4,4,Loyal
15201,87,5,1236.54,2,4,4,"At Risk"
13931,95,2,1237.53,2,3,4,Others
14893,9,2,1237.85,5,3,4,Others
13476,178,2,1238.47,2,2,4,Others
12985,0,2,1239.38,5,3,4,Others
17731,79,4,1240.11,2,4,4,"At Risk"
17588,100,3,1240.2,2,3,4,Others
17584,7,2,1242.3,5,3,4,Others
16531,22,7,1244.59,4,5,4,Loyal
14428,7,5,1244.83,5,4,4,Loyal
13860,1,5,1245.9,5,4,4,Loyal
12494,15,7,1246.1,4,5,4,Loyal
15004,147,1,1246.32,2,1,4,Others
13029,30,3,1247.5,4,4,4,Loyal
12689,25,2,1247.61,4,3,4,Others
14383,38,3,1247.69,3,4,4,Others
14698,1,5,1250.76,5,4,4,Loyal
17262,52,5,1253.36,3,4,4,Others
13848,92,3,1255,2,3,4,Others
17481,3,4,1255.59,5,4,4,Loyal
16639,31,3,1257.51,4,4,4,Loyal
14931,4,5,1257.68,5,4,4,Loyal
13151,295,1,1257.87,1,1,4,Lost
17412,2,7,1258.06,5,5,4,Loyal
17388,77,4,1259.56,2,4,4,"At Risk"
16688,1,4,1260.86,5,4,4,Loyal
15009,12,3,1261.78,5,4,4,Loyal
15497,17,2,1262.2,4,3,4,Others
16842,100,3,1264.19,2,3,4,Others
13989,65,2,1266.08,3,3,4,Others
14105,239,1,1266.23,1,1,4,Lost
17158,32,3,1266.97,4,4,4,Loyal
17037,87,1,1267.32,2,1,4,Others
16660,16,4,1267.65,4,4,4,Loyal
15199,59,4,1268.7,3,4,4,Others
14916,70,4,1268.98,3,4,4,Others
13431,67,2,1269.1,3,3,4,Others
13492,136,3,1269.84,2,3,4,Others
14669,241,3,1269.99,1,3,4,Others
12630,9,2,1270.88,5,3,4,Others
12394,63,2,1272.48,3,3,4,Others
17019,11,4,1272.61,5,4,4,Loyal
16692,256,2,1276,1,2,4,Lost
16951,134,3,1277.75,2,3,4,Others
13538,43,7,1280.85,3,5,4,Others
13878,54,1,1281.53,3,2,4,Others
16899,7,6,1281.56,5,5,4,Loyal
17802,82,3,1285.04,2,3,4,Others
17350,8,4,1286.07,5,4,4,Loyal
16949,3,6,1286.27,5,5,4,Loyal
15136,2,4,1286.7,5,4,4,Loyal
15171,331,1,1289.5,1,1,4,Lost
16101,70,1,1290.7,3,2,4,Others
15621,4,4,1293.03,5,4,4,Loyal
16224,57,4,1295.3,3,4,4,Others
16929,3,7,1295.39,5,5,4,Loyal
17961,21,39,1296.44,4,5,4,Loyal
15602,8,9,1297.87,5,5,4,Loyal
12372,71,3,1298.04,2,3,4,Others
12488,9,3,1298.66,5,4,4,Loyal
15494,21,2,1299.23,4,3,4,Others
15108,141,4,1300.25,2,4,4,"At Risk"
14898,23,6,1303.52,4,5,4,Loyal
15813,207,2,1303.91,1,2,4,Lost
17919,88,1,1304.04,2,1,4,Others
16744,11,7,1304.76,5,5,4,Loyal
12507,134,3,1304.81,2,3,4,Others
14297,17,4,1305.33,4,4,4,Loyal
13328,316,1,1308.48,1,1,4,Lost
14047,8,5,1308.61,5,4,4,Loyal
16120,59,4,1309.14,3,4,4,Others
14477,19,4,1309.6,4,4,4,Loyal
14856,36,3,1311.38,3,4,4,Others
12516,77,2,1312.06,2,3,4,Others
12364,7,4,1313.1,5,4,4,Loyal
16040,65,3,1313.55,3,3,4,Others
14973,107,3,1314.45,2,3,4,Others
14738,42,7,1314.45,3,5,4,Others
16464,19,3,1314.68,4,4,4,Loyal
14511,11,5,1314.81,5,4,4,Loyal
12576,35,5,1315.83,3,4,4,Others
14921,30,2,1316.07,4,3,4,Others
12526,0,3,1316.66,5,4,4,Loyal
16083,100,2,1317.62,2,3,4,Others
13168,36,4,1319.19,3,4,4,Others
14794,2,7,1319.91,5,5,4,Loyal
16370,82,4,1320.56,2,4,4,"At Risk"
17095,22,3,1324.16,4,4,4,Loyal
12854,78,3,1324.5,2,3,4,Others
17633,31,4,1324.84,4,4,4,Loyal
15146,164,2,1327.16,2,2,4,Others
16295,9,4,1328.55,5,4,4,Loyal
12676,24,6,1331.39,4,5,4,Loyal
17932,29,3,1331.57,4,4,4,Loyal
15680,9,3,1333.68,5,4,4,Loyal
12919,8,6,1335.19,5,5,4,Loyal
16110,45,3,1337.48,3,3,4,Others
15059,40,9,1337.72,3,5,4,Others
12620,14,3,1339.41,4,4,4,Loyal
15734,114,2,1339.45,2,3,4,Others
13501,288,1,1340.32,1,1,4,Lost
16045,119,4,1340.7,2,4,4,"At Risk"
18177,31,6,1341.42,4,5,4,Loyal
13743,2,7,1341.6,5,5,4,Loyal
16317,119,3,1341.65,2,3,4,Others
17372,40,8,1342.68,3,5,4,Others
12463,53,4,1344.78,3,4,4,Others
15398,16,2,1345.53,4,3,4,Others
14154,239,2,1345.62,1,2,4,Lost
12646,4,2,1346.97,5,3,4,Others
12770,210,1,1351.45,1,1,4,Lost
16493,79,4,1351.63,2,4,4,"At Risk"
16079,16,3,1352,4,4,4,Loyal
15116,17,4,1352.75,4,4,4,Loyal
14859,12,4,1353.74,5,4,4,Loyal
14064,29,5,1353.74,4,4,4,Loyal
17054,28,5,1356.33,4,4,4,Loyal
13232,12,7,1357.6,5,5,4,Loyal
15411,26,4,1358.88,4,4,4,Loyal
14102,5,5,1360.28,5,4,4,Loyal
13396,29,2,1360.99,4,3,4,Others
14897,7,4,1366.38,5,4,4,Loyal
13813,39,4,1366.86,3,4,4,Others
15095,103,4,1370.6,2,4,4,"At Risk"
14434,21,6,1372.8,4,5,4,Loyal
16669,23,3,1374.87,4,4,4,Loyal
15569,103,5,1375.71,2,4,4,"At Risk"
12886,67,2,1378.4,3,3,4,Others
17621,21,3,1379.9,4,4,4,Loyal
16726,26,5,1382.02,4,4,4,Loyal
16389,53,4,1382.07,3,4,4,Others
14116,19,5,1382.74,4,4,4,Loyal
14507,23,6,1383.18,4,5,4,Loyal
13572,205,1,1384.25,1,1,4,Lost
17311,78,2,1384.85,2,3,4,Others
18167,23,3,1384.86,4,4,4,Loyal
13308,22,3,1385.51,4,4,4,Loyal
12775,17,5,1386.04,4,4,4,Loyal
17676,4,6,1387.68,5,5,4,Loyal
12952,5,4,1387.79,5,4,4,Loyal
15134,14,8,1387.99,4,5,4,Loyal
15453,1,7,1388.37,5,5,4,Loyal
16539,2,4,1388.81,5,4,4,Loyal
15898,1,5,1388.88,5,4,4,Loyal
13516,21,3,1389.41,4,4,4,Loyal
13414,133,3,1390.5,2,3,4,Others
15051,23,3,1391.61,4,4,4,Loyal
15810,78,4,1391.98,2,4,4,"At Risk"
17354,50,1,1393.06,3,2,4,Others
13995,15,5,1393.69,4,4,4,Loyal
18202,199,3,1396.99,1,3,4,Others
14741,11,6,1400.34,5,5,4,Loyal
15563,22,4,1400.44,4,4,4,Loyal
17083,109,3,1405.78,2,3,4,Others
15596,100,5,1406.59,2,4,4,"At Risk"
15237,1,4,1412.32,5,4,4,Loyal
17004,46,2,1412.94,3,3,4,Others
16245,23,3,1413.66,4,4,4,Loyal
16012,35,3,1415.29,3,4,4,Others
14748,29,5,1415.75,4,4,4,Loyal
14649,4,4,1417.29,5,4,4,Loyal
17856,1,4,1418.03,5,4,4,Loyal
18116,67,8,1418.03,3,5,4,Others
15444,9,2,1418.26,5,3,4,Others
16173,15,6,1418.32,4,5,4,Loyal
17288,9,7,1419.73,5,5,4,Loyal
14443,53,4,1420.2,3,4,4,Others
14901,11,9,1421.29,5,5,4,Loyal
14019,46,3,1421.61,3,3,4,Others
16571,26,3,1421.69,4,4,4,Loyal
16463,21,4,1422.4,4,4,4,Loyal
15106,17,5,1422.52,4,4,4,Loyal
15681,25,5,1426.16,4,4,4,Loyal
14035,28,5,1428.02,4,4,4,Loyal
16271,2,5,1429.24,5,4,4,Loyal
16103,7,6,1429.64,5,5,4,Loyal
13475,191,4,1431.78,1,4,4,"At Risk"
16503,106,4,1431.93,2,4,4,"At Risk"
14566,110,1,1432,2,1,4,Others
13159,8,4,1437.85,5,4,4,Loyal
14071,3,8,1438.82,5,5,4,Loyal
15858,15,5,1438.85,4,4,4,Loyal
15478,40,2,1441.42,3,3,4,Others
17175,44,4,1443.69,3,4,4,Others
13461,38,3,1445,3,4,4,Others
13717,32,6,1445.01,3,5,4,Others
17073,17,4,1446.09,4,4,4,Loyal
14591,15,4,1447.14,4,4,4,Loyal
15426,19,5,1447.39,4,4,4,Loyal
14740,197,3,1448.21,1,3,4,Others
15987,12,7,1451.28,5,5,4,Loyal
13477,37,6,1454.58,3,5,4,Others
13309,7,5,1456.79,5,4,4,Loyal
16996,30,6,1456.96,4,5,4,Loyal
16059,65,6,1459.86,3,5,4,Others
17063,21,7,1461.14,4,5,4,Loyal
14541,58,8,1461.65,3,5,4,Others
14233,49,4,1462.72,3,4,4,Others
12882,9,2,1463.04,5,3,4,Others
14875,107,2,1465.32,2,3,4,Others
16348,32,7,1469.45,4,5,4,Loyal
15128,60,4,1471,3,4,4,Others
14246,110,3,1474.06,2,3,4,Others
14404,33,6,1474.32,3,5,4,Others
12826,2,7,1474.72,5,5,4,Loyal
15983,22,4,1475.02,4,4,4,Loyal
14403,130,4,1475.81,2,4,4,"At Risk"
17590,2,3,1479.22,5,4,4,Loyal
15427,33,3,1483.14,3,4,4,Others
18016,32,5,1483.56,4,4,4,Loyal
14758,144,4,1484.06,2,4,4,"At Risk"
14878,12,9,1485.54,5,5,4,Loyal
16395,60,5,1486.9,3,4,4,Others
17553,129,1,1487.6,2,1,4,Others
14963,9,5,1487.8,5,4,4,Loyal
13692,24,3,1488.32,4,4,4,Loyal
13110,31,7,1488.67,4,5,4,Loyal
15057,275,2,1489.5,1,2,4,Lost
17002,85,3,1493.73,2,3,4,Others
16755,114,3,1496.83,2,3,4,Others
14414,91,7,1496.98,2,5,4,"At Risk"
17571,50,4,1498.51,3,4,4,Others
13810,28,3,1499.01,4,4,4,Loyal
16762,19,3,1501.38,4,4,4,Loyal
15530,21,4,1502.35,4,4,4,Loyal
12937,15,4,1504.27,4,4,4,Loyal
15265,151,2,1506.12,2,2,4,Others
16016,3,8,1508.76,5,5,4,Loyal
16279,21,3,1509.58,4,4,4,Loyal
16910,4,8,1510.06,5,5,4,Loyal
16053,32,2,1511.95,4,3,4,Others
16748,17,5,1515.9,4,4,4,Loyal
13791,127,2,1516,2,3,4,Others
14267,162,3,1516.24,2,3,4,Others
16880,30,7,1519.08,4,5,4,Loyal
13213,56,5,1520.58,3,4,4,Others
13764,70,3,1521.76,3,3,4,Others
16066,16,5,1521.87,4,4,4,Loyal
16434,29,7,1522.25,4,5,4,Loyal
16244,211,2,1522.75,1,2,4,Lost
15916,16,8,1528.09,4,5,4,Loyal
14567,56,2,1530.36,3,3,4,Others
14321,10,5,1530.75,5,4,4,Loyal
12759,52,3,1531.44,3,3,4,Others
13107,44,4,1531.62,3,4,4,Others
15625,103,4,1534.26,2,4,4,"At Risk"
15392,4,4,1535.53,5,4,4,Loyal
12877,3,12,1535.77,5,5,4,Loyal
13849,51,2,1537.95,3,3,4,Others
17159,21,3,1538.88,4,4,4,Loyal
16365,17,9,1540.42,4,5,4,Loyal
12818,261,1,1542.08,1,1,4,Lost
15701,2,4,1542.14,5,4,4,Loyal
13397,72,5,1544.13,2,4,4,"At Risk"
16790,3,6,1545.62,5,5,4,Loyal
14704,11,9,1546.91,5,5,4,Loyal
14229,51,3,1547.2,3,3,4,Others
13320,78,4,1548.7,2,4,4,"At Risk"
15117,14,5,1551.78,4,4,4,Loyal
15620,56,3,1553.18,3,3,4,Others
16369,18,3,1553.66,4,4,4,Loyal
13313,22,5,1555.32,4,4,4,Loyal
16394,56,5,1555.34,3,4,4,Others
14038,78,3,1560.38,2,3,4,Others
18239,218,5,1561.61,1,4,4,"At Risk"
17204,175,4,1564.56,2,4,4,"At Risk"
17085,123,5,1566.65,2,4,4,"At Risk"
15111,29,3,1567.48,4,4,4,Loyal
15906,19,7,1567.69,4,5,4,Loyal
12865,26,2,1568.23,4,3,4,Others
16283,5,5,1570.81,5,4,4,Loyal
17671,15,4,1572.71,4,4,4,Loyal
13659,205,2,1573.2,1,2,4,Lost
13634,33,5,1575.16,3,4,4,Others
13186,39,3,1575.89,3,3,4,Others
16889,194,3,1578.67,1,3,4,Others
13814,92,2,1579.12,2,3,4,Others
12607,60,1,1579.51,3,2,4,Others
15532,25,4,1580.93,4,4,4,Loyal
12393,72,4,1582.6,2,4,4,"At Risk"
14442,204,2,1589.82,1,2,4,Lost
18178,128,4,1590.81,2,4,4,"At Risk"
15611,9,13,1591.45,5,5,4,Loyal
14970,68,4,1592.06,3,4,4,Others
16676,33,4,1592.12,3,4,4,Others
16332,28,7,1593.2,4,5,4,Loyal
17837,42,8,1593.38,3,5,4,Others
13850,129,1,1595.48,2,1,4,Others
16496,8,3,1599.52,5,4,4,Loyal
15660,25,9,1600.86,4,5,4,Loyal
14587,18,9,1601.14,4,5,4,Loyal
14719,1,5,1602.13,5,4,4,Loyal
16466,33,7,1603.46,3,5,4,Others
12947,143,6,1603.99,2,5,4,"At Risk"
16817,2,9,1604.75,5,5,4,Loyal
12868,185,6,1607.06,1,4,4,"At Risk"
14918,115,2,1610.15,2,3,4,Others
13614,24,4,1610.46,4,4,4,Loyal
14312,46,6,1611.59,3,5,4,Others
15791,43,2,1612.69,3,3,4,Others
16992,10,5,1614.31,5,4,4,Loyal
14336,16,4,1614.91,4,4,4,Loyal
18161,15,5,1618.69,4,4,4,Loyal
16801,163,4,1619.73,2,4,4,"At Risk"
14178,8,7,1620.93,5,5,4,Loyal
17101,10,4,1621.73,5,4,4,Loyal
14937,56,3,1621.88,3,3,4,Others
15172,8,5,1624.05,5,4,4,Loyal
13425,108,3,1624.21,2,3,4,Others
16987,3,7,1625.05,5,5,4,Loyal
14759,4,3,1625.97,5,4,4,Loyal
16515,52,5,1627.13,3,4,4,Others
12377,315,2,1628.12,1,2,4,Lost
17673,1,6,1629.12,5,5,4,Loyal
14164,70,2,1631.77,3,3,4,Others
15122,114,3,1633.78,2,3,4,Others
12398,45,1,1635.66,3,2,4,Others
13627,59,5,1638.47,3,4,4,Others
15002,115,4,1641.76,2,4,4,"At Risk"
12657,11,4,1643.18,5,4,4,Loyal
13750,53,5,1647.26,3,4,4,Others
14837,89,4,1649.5,2,4,4,"At Risk"
16711,3,5,1651.03,5,4,4,Loyal
17284,60,6,1652.58,3,5,4,Others
14573,179,9,1653.42,1,5,4,"At Risk"
15826,56,3,1654.31,3,3,4,Others
15953,15,8,1659.38,4,5,4,Loyal
14045,109,4,1659.75,2,4,4,"At Risk"
12967,358,2,1660.9,1,2,4,Lost
15332,366,4,1661.06,1,4,4,"At Risk"
15024,9,10,1661.33,5,5,4,Loyal
15214,1,8,1661.44,5,5,4,Loyal
13012,9,8,1661.84,5,5,4,Loyal
12530,59,4,1662.28,3,4,4,Others
12912,2,5,1662.3,5,4,4,Loyal
16115,9,8,1667.97,5,5,4,Loyal
17656,73,5,1674.69,2,4,4,"At Risk"
13149,14,4,1676.06,4,4,4,Loyal
13647,9,4,1678.12,5,4,4,Loyal
16638,22,10,1680.72,4,5,4,Loyal
13577,25,4,1687.6,4,4,4,Loyal
13162,122,4,1688.29,2,4,4,"At Risk"
12635,89,2,1689.18,2,3,4,Others
17152,194,3,1689.5,1,3,4,Others
15380,8,5,1690.26,5,4,4,Loyal
16671,28,3,1692.27,4,4,4,Loyal
16813,8,10,1692.98,5,5,4,Loyal
15549,77,3,1693.26,2,3,4,Others
14245,219,2,1693.45,1,2,4,Lost
12764,316,1,1693.88,1,1,4,Lost
16775,10,11,1695.66,5,5,4,Loyal
13824,32,5,1698.94,3,4,4,Others
17193,35,7,1699.3,3,5,4,Others
13184,14,10,1701.29,4,5,4,Loyal
16007,47,4,1701.94,3,4,4,Others
12843,65,8,1702.26,3,5,4,Others
17282,130,3,1703.41,2,3,4,Others
16398,154,2,1705.8,2,2,4,Others
15240,44,5,1706.57,3,4,4,Others
16902,116,1,1706.88,2,1,4,Others
12407,49,5,1708.12,3,4,4,Others
15947,82,1,1708.24,2,2,4,Others
12405,148,1,1710.39,2,1,4,Others
14441,0,4,1712.89,5,4,4,Loyal
17147,22,4,1714.59,4,4,4,Loyal
13763,63,1,1714.96,3,2,4,Others
17162,28,10,1715.46,4,5,4,Loyal
15267,22,5,1717.36,4,4,4,Loyal
14834,17,6,1720.3,4,5,4,Loyal
17451,1,7,1721.4,5,5,4,Loyal
16791,29,7,1721.78,4,5,4,Loyal
17043,32,4,1735.18,4,4,4,Loyal
14673,3,5,1736.4,5,4,4,Loyal
17457,126,5,1737.7,2,4,4,"At Risk"
17353,129,2,1740,2,3,4,Others
17930,35,5,1740.48,3,4,4,Others
14595,19,6,1740.6,4,5,4,Loyal
13157,49,4,1741.22,3,4,4,Others
15067,78,3,1744.76,2,3,4,Others
13808,5,5,1747.66,5,4,4,Loyal
13564,144,3,1749.02,2,3,4,Others
16359,7,9,1750.92,5,5,4,Loyal
15241,66,8,1756.44,3,5,4,Others
12349,18,1,1757.55,4,2,4,Promising
12823,74,5,1759.5,2,4,4,"At Risk"
12424,162,2,1760.96,2,2,4,Others
16751,30,1,1764.72,4,2,4,Promising
15950,31,4,1765.51,4,4,4,Loyal
13456,17,6,1766.72,4,5,4,Loyal
16681,72,6,1770.34,2,5,4,"At Risk"
14387,32,3,1770.56,3,4,4,Others
17813,14,5,1770.88,4,4,4,Loyal
15473,14,7,1771.2,4,5,4,Loyal
15594,15,5,1771.78,4,4,4,Loyal
17754,0,5,1772.26,5,4,4,Loyal
12645,33,4,1775.18,3,4,4,Others
17092,50,4,1777.78,3,4,4,Others
15220,51,6,1778.96,3,5,4,Others
16380,61,1,1780.59,3,2,4,Others
15050,25,3,1782.09,4,4,4,Loyal
14935,297,1,1784.71,1,1,4,Lost
14608,4,4,1785.15,5,4,4,Loyal
13875,53,5,1786.79,3,4,4,Others
14621,1,5,1788.36,5,4,4,Loyal
14215,11,6,1789.72,5,5,4,Loyal
12523,19,11,1789.77,4,5,4,Loyal
16719,14,7,1790.42,4,5,4,Loyal
13510,1,4,1791.56,5,4,4,Loyal
18179,9,6,1793.17,5,5,4,Loyal
13134,85,4,1793.58,2,4,4,"At Risk"
18235,71,3,1796.48,3,3,4,Others
12348,75,4,1797.24,2,4,4,"At Risk"
17648,60,4,1797.5,3,4,4,Others
17750,5,9,1797.57,5,5,4,Loyal
13196,11,4,1797.78,5,4,4,Loyal
13562,81,3,1799.33,2,3,4,Others
16249,52,5,1800.07,3,4,4,Others
